state,year,race,births
Illinois,2017,American Indian or Alaska Native,145
Illinois,2017,Asian,9980
Illinois,2017,Black or African American,26874
Illinois,2017,Native Hawaiian or Other Pacific Islander,64
Illinois,2017,White,110092
Illinois,2017,More than one race,2235
Illinois,2018,American Indian or Alaska Native,150
Illinois,2018,Asian,9628
Illinois,2018,Black or African American,25202
Illinois,2018,Native Hawaiian or Other Pacific Islander,54
Illinois,2018,White,107541
Illinois,2018,More than one race,2240
Illinois,2019,American Indian or Alaska Native,121
Illinois,2019,Asian,9333
Illinois,2019,Black or African American,23990
Illinois,2019,Native Hawaiian or Other Pacific Islander,57
Illinois,2019,White,104329
Illinois,2019,More than one race,2298
Indiana,2016,American Indian or Alaska Native,106
Indiana,2016,Asian,2504
Indiana,2016,Black or African American,10202
Indiana,2016,Native Hawaiian or Other Pacific Islander,67
Indiana,2016,White,68888
Indiana,2016,More than one race,1324
Indiana,2017,American Indian or Alaska Native,93
Indiana,2017,Asian,2591
Indiana,2017,Black or African American,10428
Indiana,2017,Native Hawaiian or Other Pacific Islander,68
Indiana,2017,White,67573
Indiana,2017,More than one race,1417
Indiana,2018,American Indian or Alaska Native,101
Indiana,2018,Asian,2405
Indiana,2018,Black or African American,10619
Indiana,2018,Native Hawaiian or Other Pacific Islander,82
Indiana,2018,White,66870
Indiana,2018,More than one race,1569
Indiana,2019,American Indian or Alaska Native,88
Indiana,2019,Asian,2333
Indiana,2019,Black or African American,10630
Indiana,2019,Native Hawaiian or Other Pacific Islander,87
Indiana,2019,White,66071
Indiana,2019,More than one race,1650
Iowa,2016,American Indian or Alaska Native,204
Iowa,2016,Asian,1319
Iowa,2016,Black or African American,2585
Iowa,2016,Native Hawaiian or Other Pacific Islander,124
Iowa,2016,White,34576
Iowa,2016,More than one race,595
Iowa,2017,American Indian or Alaska Native,250
Iowa,2017,Asian,1383
Iowa,2017,Black or African American,2797
Iowa,2017,Native Hawaiian or Other Pacific Islander,148
Iowa,2017,White,33197
Iowa,2017,More than one race,655
Iowa,2018,American Indian or Alaska Native,243
Iowa,2018,Asian,1215
Iowa,2018,Black or African American,2737
Iowa,2018,Native Hawaiian or Other Pacific Islander,175
Iowa,2018,White,32695
Iowa,2018,More than one race,720
Iowa,2019,American Indian or Alaska Native,231
Iowa,2019,Asian,1154
Iowa,2019,Black or African American,2957
Iowa,2019,Native Hawaiian or Other Pacific Islander,189
Iowa,2019,White,32400
Iowa,2019,More than one race,718
Kansas,2016,American Indian or Alaska Native,209
Kansas,2016,Asian,1381
Kansas,2016,Black or African American,2790
Kansas,2016,Native Hawaiian or Other Pacific Islander,67
Kansas,2016,White,32816
Kansas,2016,More than one race,790
Kansas,2017,American Indian or Alaska Native,211
Kansas,2017,Asian,1332
Kansas,2017,Black or African American,2825
Kansas,2017,Native Hawaiian or Other Pacific Islander,99
Kansas,2017,White,31094
Kansas,2017,More than one race,958
Kansas,2018,American Indian or Alaska Native,199
Kansas,2018,Asian,1268
Kansas,2018,Black or African American,2783
Kansas,2018,Native Hawaiian or Other Pacific Islander,87
Kansas,2018,White,30945
Kansas,2018,More than one race,979
Kansas,2019,American Indian or Alaska Native,212
Kansas,2019,Asian,1256
Kansas,2019,Black or African American,2636
Kansas,2019,Native Hawaiian or Other Pacific Islander,83
Kansas,2019,White,30276
Kansas,2019,More than one race,932
Kentucky,2016,American Indian or Alaska Native,77
Kentucky,2016,Asian,1250
Kentucky,2016,Black or African American,5228
Kentucky,2016,Native Hawaiian or Other Pacific Islander,90
Kentucky,2016,White,47892
Kentucky,2016,More than one race,912
Kentucky,2017,American Indian or Alaska Native,67
Kentucky,2017,Asian,1241
Kentucky,2017,Black or African American,5322
Kentucky,2017,Native Hawaiian or Other Pacific Islander,102
Kentucky,2017,White,47098
Kentucky,2017,More than one race,922
Kentucky,2018,American Indian or Alaska Native,84
Kentucky,2018,Asian,1178
Kentucky,2018,Black or African American,5219
Kentucky,2018,Native Hawaiian or Other Pacific Islander,107
Kentucky,2018,White,46289
Kentucky,2018,More than one race,1045
Kentucky,2019,American Indian or Alaska Native,96
Kentucky,2019,Asian,1145
Kentucky,2019,Black or African American,5351
Kentucky,2019,Native Hawaiian or Other Pacific Islander,96
Kentucky,2019,White,45299
Kentucky,2019,More than one race,1082
Louisiana,2016,American Indian or Alaska Native,374
Louisiana,2016,Asian,1471
Louisiana,2016,Black or African American,24726
Louisiana,2016,Native Hawaiian or Other Pacific Islander,46
Louisiana,2016,White,35872
Louisiana,2016,More than one race,689
Louisiana,2017,American Indian or Alaska Native,326
Louisiana,2017,Asian,1330
Louisiana,2017,Black or African American,24215
Louisiana,2017,Native Hawaiian or Other Pacific Islander,45
Louisiana,2017,White,34308
Louisiana,2017,More than one race,794
Louisiana,2018,American Indian or Alaska Native,347
Louisiana,2018,Asian,1279
Louisiana,2018,Black or African American,23078
Louisiana,2018,Native Hawaiian or Other Pacific Islander,156
Louisiana,2018,White,33922
Louisiana,2018,More than one race,833
Louisiana,2019,American Indian or Alaska Native,344
Louisiana,2019,Asian,1249
Louisiana,2019,Black or African American,23091
Louisiana,2019,Native Hawaiian or Other Pacific Islander,114
Louisiana,2019,White,33354
Louisiana,2019,More than one race,789
Maine,2016,American Indian or Alaska Native,97
Maine,2016,Asian,195
Maine,2016,Black or African American,419
Maine,2016,White,11705
Maine,2016,More than one race,286
Maine,2017,American Indian or Alaska Native,88
Maine,2017,Asian,221
Maine,2017,Black or African American,547
Maine,2017,White,11177
Maine,2017,More than one race,261
Maine,2018,American Indian or Alaska Native,96
Maine,2018,Asian,202
Maine,2018,Black or African American,553
Maine,2018,White,11237
Maine,2018,More than one race,220
Maine,2019,American Indian or Alaska Native,96
Maine,2019,Asian,218
Maine,2019,Black or African American,552
Maine,2019,White,10643
Maine,2019,More than one race,263
Maryland,2016,American Indian or Alaska Native,201
Maryland,2016,Asian,5880
Maryland,2016,Black or African American,25641
Maryland,2016,Native Hawaiian or Other Pacific Islander,107
Maryland,2016,White,39640
Maryland,2016,More than one race,1667
Maryland,2017,American Indian or Alaska Native,179
Maryland,2017,Asian,5898
Maryland,2017,Black or African American,25252
Maryland,2017,Native Hawaiian or Other Pacific Islander,116
Maryland,2017,White,38318
Maryland,2017,More than one race,1878
Maryland,2018,American Indian or Alaska Native,278
Maryland,2018,Asian,5237
Maryland,2018,Black or African American,23466
Maryland,2018,Native Hawaiian or Other Pacific Islander,133
Maryland,2018,White,40025
Maryland,2018,More than one race,1941
Maryland,2019,American Indian or Alaska Native,416
Maryland,2019,Asian,5135
Maryland,2019,Black or African American,23189
Maryland,2019,Native Hawaiian or Other Pacific Islander,121
Maryland,2019,White,39431
Maryland,2019,More than one race,1886
Massachusetts,2016,American Indian or Alaska Native,93
Massachusetts,2016,Asian,6685
Massachusetts,2016,Black or African American,9078
Massachusetts,2016,Native Hawaiian or Other Pacific Islander,43
Massachusetts,2016,White,53762
Massachusetts,2016,More than one race,1656
Massachusetts,2017,American Indian or Alaska Native,77
Massachusetts,2017,Asian,6398
Massachusetts,2017,Black or African American,9479
Massachusetts,2017,Native Hawaiian or Other Pacific Islander,37
Massachusetts,2017,White,52941
Massachusetts,2017,More than one race,1770
Massachusetts,2018,American Indian or Alaska Native,68
Massachusetts,2018,Asian,6324
Massachusetts,2018,Black or African American,9457
Massachusetts,2018,Native Hawaiian or Other Pacific Islander,30
Massachusetts,2018,White,51390
Massachusetts,2018,More than one race,1840
Massachusetts,2019,American Indian or Alaska Native,106
Massachusetts,2019,Asian,6398
Massachusetts,2019,Black or African American,9473
Massachusetts,2019,Native Hawaiian or Other Pacific Islander,30
Massachusetts,2019,White,51221
Massachusetts,2019,More than one race,1889
Michigan,2016,American Indian or Alaska Native,464
Michigan,2016,Asian,4441
Michigan,2016,Black or African American,21327
Michigan,2016,Native Hawaiian or Other Pacific Islander,43
Michigan,2016,White,84197
Michigan,2016,More than one race,2843
Michigan,2017,American Indian or Alaska Native,438
Michigan,2017,Asian,4602
Michigan,2017,Black or African American,21623
Michigan,2017,Native Hawaiian or Other Pacific Islander,46
Michigan,2017,White,81953
Michigan,2017,More than one race,2764
Michigan,2018,American Indian or Alaska Native,461
Michigan,2018,Asian,4464
Michigan,2018,Black or African American,21083
Michigan,2018,Native Hawaiian or Other Pacific Islander,49
Michigan,2018,White,81349
Michigan,2018,More than one race,2626
Michigan,2019,American Indian or Alaska Native,454
Michigan,2019,Asian,4352
Michigan,2019,Black or African American,20960
Michigan,2019,Native Hawaiian or Other Pacific Islander,43
Michigan,2019,White,79464
Michigan,2019,More than one race,2613
Minnesota,2016,American Indian or Alaska Native,1205
Minnesota,2016,Asian,5617
Minnesota,2016,Black or African American,8249
Minnesota,2016,Native Hawaiian or Other Pacific Islander,71
Minnesota,2016,White,52823
Minnesota,2016,More than one race,1784
Minnesota,2017,American Indian or Alaska Native,1179
Minnesota,2017,Asian,5559
Minnesota,2017,Black or African American,8621
Minnesota,2017,Native Hawaiian or Other Pacific Islander,63
Minnesota,2017,White,51529
Minnesota,2017,More than one race,1644
Minnesota,2018,American Indian or Alaska Native,1115
Minnesota,2018,Asian,5371
Minnesota,2018,Black or African American,8433
Minnesota,2018,Native Hawaiian or Other Pacific Islander,88
Minnesota,2018,White,50630
Minnesota,2018,More than one race,1707
Minnesota,2019,American Indian or Alaska Native,1106
Minnesota,2019,Asian,5276
Minnesota,2019,Black or African American,8491
Minnesota,2019,Native Hawaiian or Other Pacific Islander,72
Minnesota,2019,White,49269
Minnesota,2019,More than one race,1813
Mississippi,2016,American Indian or Alaska Native,229
Mississippi,2016,Asian,509
Mississippi,2016,Black or African American,16567
Mississippi,2016,Native Hawaiian or Other Pacific Islander,21
Mississippi,2016,White,20335
Mississippi,2016,More than one race,267
Mississippi,2017,American Indian or Alaska Native,223
Mississippi,2017,Asian,538
Mississippi,2017,Black or African American,16738
Mississippi,2017,Native Hawaiian or Other Pacific Islander,13
Mississippi,2017,White,19569
Mississippi,2017,More than one race,276
Mississippi,2018,American Indian or Alaska Native,243
Mississippi,2018,Asian,443
Mississippi,2018,Black or African American,16252
Mississippi,2018,Native Hawaiian or Other Pacific Islander,22
Mississippi,2018,White,19760
Mississippi,2018,More than one race,280
Mississippi,2019,American Indian or Alaska Native,235
Mississippi,2019,Asian,487
Mississippi,2019,Black or African American,16071
Mississippi,2019,Native Hawaiian or Other Pacific Islander,29
Mississippi,2019,White,19526
Mississippi,2019,More than one race,288
Missouri,2016,American Indian or Alaska Native,195
Missouri,2016,Asian,1942
Missouri,2016,Black or African American,10959
Missouri,2016,Native Hawaiian or Other Pacific Islander,236
Missouri,2016,White,59062
Missouri,2016,More than one race,2311
Missouri,2017,American Indian or Alaska Native,227
Missouri,2017,Asian,1853
Missouri,2017,Black or African American,11080
Missouri,2017,Native Hawaiian or Other Pacific Islander,220
Missouri,2017,White,57341
Missouri,2017,More than one race,2313
Missouri,2018,American Indian or Alaska Native,247
Missouri,2018,Asian,1778
Missouri,2018,Black or African American,11046
Missouri,2018,Native Hawaiian or Other Pacific Islander,253
Missouri,2018,White,57522
Missouri,2018,More than one race,2423
Missouri,2019,American Indian or Alaska Native,220
Missouri,2019,Asian,1900
Missouri,2019,Black or African American,10902
Missouri,2019,Native Hawaiian or Other Pacific Islander,296
Missouri,2019,White,56376
Missouri,2019,More than one race,2433
Montana,2016,American Indian or Alaska Native,1422
Montana,2016,Asian,136
Montana,2016,Black or African American,76
Montana,2016,Native Hawaiian or Other Pacific Islander,23
Montana,2016,White,10220
Montana,2016,More than one race,405
Montana,2017,American Indian or Alaska Native,1304
Montana,2017,Asian,133
Montana,2017,Black or African American,76
Montana,2017,Native Hawaiian or Other Pacific Islander,21
Montana,2017,White,9861
Montana,2017,More than one race,404
Montana,2018,American Indian or Alaska Native,1223
Montana,2018,Asian,118
Montana,2018,Black or African American,82
Montana,2018,Native Hawaiian or Other Pacific Islander,21
Montana,2018,White,9684
Montana,2018,More than one race,385
Montana,2019,American Indian or Alaska Native,1207
Montana,2019,Asian,116
Montana,2019,Black or African American,66
Montana,2019,Native Hawaiian or Other Pacific Islander,23
Montana,2019,White,9304
Montana,2019,More than one race,363
Nebraska,2016,American Indian or Alaska Native,465
Nebraska,2016,Asian,992
Nebraska,2016,Black or African American,1949
Nebraska,2016,Native Hawaiian or Other Pacific Islander,40
Nebraska,2016,White,22466
Nebraska,2016,More than one race,677
Nebraska,2017,American Indian or Alaska Native,485
Nebraska,2017,Asian,958
Nebraska,2017,Black or African American,1956
Nebraska,2017,Native Hawaiian or Other Pacific Islander,41
Nebraska,2017,White,21661
Nebraska,2017,More than one race,720
Nebraska,2018,American Indian or Alaska Native,516
Nebraska,2018,Asian,939
Nebraska,2018,Black or African American,1920
Nebraska,2018,Native Hawaiian or Other Pacific Islander,36
Nebraska,2018,White,21351
Nebraska,2018,More than one race,726
Nebraska,2019,American Indian or Alaska Native,501
Nebraska,2019,Asian,911
Nebraska,2019,Black or African American,1875
Nebraska,2019,Native Hawaiian or Other Pacific Islander,40
Nebraska,2019,White,20743
Nebraska,2019,More than one race,685
Nevada,2016,American Indian or Alaska Native,380
Nevada,2016,Asian,2860
Nevada,2016,Black or African American,4594
Nevada,2016,Native Hawaiian or Other Pacific Islander,349
Nevada,2016,White,26430
Nevada,2016,More than one race,1647
Nevada,2017,American Indian or Alaska Native,405
Nevada,2017,Asian,2901
Nevada,2017,Black or African American,4902
Nevada,2017,Native Hawaiian or Other Pacific Islander,367
Nevada,2017,White,25474
Nevada,2017,More than one race,1707
Nevada,2018,American Indian or Alaska Native,387
Nevada,2018,Asian,2752
Nevada,2018,Black or African American,4974
Nevada,2018,Native Hawaiian or Other Pacific Islander,386
Nevada,2018,White,25491
Nevada,2018,More than one race,1692
Nevada,2019,American Indian or Alaska Native,382
Nevada,2019,Asian,2745
Nevada,2019,Black or African American,4849
Nevada,2019,Native Hawaiian or Other Pacific Islander,416
Nevada,2019,White,24956
Nevada,2019,More than one race,1724
New Hampshire,2016,American Indian or Alaska Native,11
New Hampshire,2016,Asian,513
New Hampshire,2016,Black or African American,307
New Hampshire,2016,White,11288
New Hampshire,2016,More than one race,143
New Hampshire,2017,American Indian or Alaska Native,21
New Hampshire,2017,Asian,496
New Hampshire,2017,Black or African American,296
New Hampshire,2017,White,11154
New Hampshire,2017,More than one race,143
New Hampshire,2018,American Indian or Alaska Native,13
New Hampshire,2018,Asian,482
New Hampshire,2018,Black or African American,328
New Hampshire,2018,Native Hawaiian or Other Pacific Islander,10
New Hampshire,2018,White,10997
New Hampshire,2018,More than one race,165
New Hampshire,2019,American Indian or Alaska Native,15
New Hampshire,2019,Asian,526
New Hampshire,2019,Black or African American,326
New Hampshire,2019,Native Hawaiian or Other Pacific Islander,10
New Hampshire,2019,White,10805
New Hampshire,2019,More than one race,157
New Jersey,2016,American Indian or Alaska Native,155
New Jersey,2016,Asian,13342
New Jersey,2016,Black or African American,17255
New Jersey,2016,Native Hawaiian or Other Pacific Islander,159
New Jersey,2016,White,70504
New Jersey,2016,More than one race,1232
New Jersey,2017,American Indian or Alaska Native,152
New Jersey,2017,Asian,13144
New Jersey,2017,Black or African American,17153
New Jersey,2017,Native Hawaiian or Other Pacific Islander,102
New Jersey,2017,White,69260
New Jersey,2017,More than one race,1439
New Jersey,2018,American Indian or Alaska Native,200
New Jersey,2018,Asian,11887
New Jersey,2018,Black or African American,16951
New Jersey,2018,Native Hawaiian or Other Pacific Islander,183
New Jersey,2018,White,70632
New Jersey,2018,More than one race,1370
New Jersey,2019,American Indian or Alaska Native,241
New Jersey,2019,Asian,11507
New Jersey,2019,Black or African American,16634
New Jersey,2019,Native Hawaiian or Other Pacific Islander,182
New Jersey,2019,White,69638
New Jersey,2019,More than one race,1383
New Mexico,2016,American Indian or Alaska Native,3119
New Mexico,2016,Asian,457
New Mexico,2016,Black or African American,487
New Mexico,2016,Native Hawaiian or Other Pacific Islander,25
New Mexico,2016,White,20126
New Mexico,2016,More than one race,478
New Mexico,2017,American Indian or Alaska Native,2931
New Mexico,2017,Asian,452
New Mexico,2017,Black or African American,533
New Mexico,2017,Native Hawaiian or Other Pacific Islander,21
